,predicate,object
957,HAS_ROUTE,10107
958,ON_CONTINENT,17248
959,HAS_ROUTE,8804
960,HAS_ROUTE,8639
961,HAS_ROUTE,11882
962,HAS_ROUTE,8831
963,HAS_ROUTE,10172
964,HAS_ROUTE,9204
965,HAS_ROUTE,9194
966,HAS_ROUTE,8772
967,HAS_ROUTE,8729
968,ON_CONTINENT,17251
969,HAS_ROUTE,8678
970,IN_REGION,16741
971,HAS_ROUTE,9084
972,ON_CONTINENT,17250
973,HAS_ROUTE,8656
974,IN_COUNTRY,17188
975,HAS_ROUTE,8788
976,HAS_ROUTE,8736
977,IN_REGION,15903
978,IN_REGION,16879
979,HAS_ROUTE,8948
980,HAS_ROUTE,8980
981,HAS_ROUTE,9418
982,HAS_ROUTE,8702
983,HAS_ROUTE,8657
984,HAS_ROUTE,8639
985,HAS_ROUTE,12129
986,ON_CONTINENT,17251
987,ON_CONTINENT,17250
988,HAS_ROUTE,10048
989,HAS_ROUTE,11269
990,HAS_ROUTE,8913
991,HAS_ROUTE,8802
992,IN_COUNTRY,17044
993,HAS_ROUTE,11903
994,HAS_ROUTE,12124
995,HAS_ROUTE,12051
996,HAS_ROUTE,8945
997,HAS_ROUTE,8787
998,ON_CONTINENT,17251
999,HAS_ROUTE,8671
1000,HAS_ROUTE,9476
1001,IN_COUNTRY,17044
1002,HAS_ROUTE,9110
1003,IN_REGION,15894
1004,HAS_ROUTE,8740
1005,HAS_ROUTE,10668
1006,HAS_ROUTE,9266
1007,ON_CONTINENT,17250
1008,HAS_ROUTE,9300
1009,HAS_ROUTE,8714
1010,HAS_ROUTE,8739
1011,HAS_ROUTE,8991
1012,HAS_ROUTE,10456
1013,HAS_ROUTE,8832
1014,IN_REGION,16035
1015,IN_COUNTRY,17020
1016,HAS_ROUTE,9415
1017,HAS_ROUTE,11433
1018,HAS_ROUTE,8803
1019,IN_COUNTRY,17032
1020,HAS_ROUTE,10106
1021,ON_CONTINENT,17249
1022,IN_COUNTRY,17016
1023,HAS_ROUTE,10010
1024,ON_CONTINENT,17248
1025,IN_COUNTRY,17064
1026,IN_REGION,16872
1027,IN_COUNTRY,17070
1028,HAS_ROUTE,10915
1029,IN_COUNTRY,17031
1030,IN_COUNTRY,17016
1031,ON_CONTINENT,17248
1032,ON_CONTINENT,17250
1033,HAS_ROUTE,8960
1034,HAS_ROUTE,8734
1035,IN_COUNTRY,17053
1036,IN_COUNTRY,17049
1037,HAS_ROUTE,8832
1038,ON_CONTINENT,17252
1039,HAS_ROUTE,8802
1040,HAS_ROUTE,8696
1041,HAS_ROUTE,9433
1042,HAS_ROUTE,8772
1043,IN_COUNTRY,17053
1044,ON_CONTINENT,17252
1045,HAS_ROUTE,8733
1046,IN_COUNTRY,17079
1047,HAS_ROUTE,8719
1048,IN_COUNTRY,17016
1049,IN_REGION,15514
1050,HAS_ROUTE,9415
1051,HAS_ROUTE,8804
1052,HAS_ROUTE,8799
1053,HAS_ROUTE,8677
1054,IN_REGION,15507
1055,HAS_ROUTE,9530
1056,IN_COUNTRY,17016
1057,HAS_ROUTE,8677
1058,HAS_ROUTE,9193
1059,HAS_ROUTE,8642
1060,HAS_ROUTE,9301
1061,IN_REGION,15943
1062,HAS_ROUTE,9878
1063,HAS_ROUTE,8840
1064,HAS_ROUTE,8956
1065,HAS_ROUTE,10764
1066,HAS_ROUTE,9319
1067,HAS_ROUTE,8746
1068,HAS_ROUTE,11341
1069,HAS_ROUTE,8641
1070,IN_REGION,15528
1071,HAS_ROUTE,10184
1072,HAS_ROUTE,9303
1073,IN_CITY,15425
1074,IN_CITY,14581
1075,HAS_ROUTE,9436
1076,HAS_ROUTE,8859
1077,ON_CONTINENT,17248
1078,HAS_ROUTE,8681
1079,HAS_ROUTE,9119
1080,IN_COUNTRY,17031
1081,HAS_ROUTE,11211
1082,HAS_ROUTE,8735
1083,HAS_ROUTE,8790
1084,HAS_ROUTE,8705
1085,HAS_ROUTE,8742
1086,HAS_ROUTE,10526
1087,HAS_ROUTE,8722
1088,ON_CONTINENT,17251
1089,HAS_ROUTE,9071
1090,HAS_ROUTE,8923
1091,ON_CONTINENT,17249
1092,IN_COUNTRY,17107
1093,ON_CONTINENT,17249
1094,ON_CONTINENT,17250
1095,HAS_ROUTE,9171
1096,HAS_ROUTE,8735
1097,IN_CITY,12825
1098,IN_CITY,12406
1099,HAS_ROUTE,11406
1100,ON_CONTINENT,17250
1101,HAS_ROUTE,8682
1102,ON_CONTINENT,17249
1103,HAS_ROUTE,9124
1104,HAS_ROUTE,9043
1105,ON_CONTINENT,17250
1106,HAS_ROUTE,9813
1107,IN_COUNTRY,17030
1108,IN_REGION,15499
1109,HAS_ROUTE,9449
1110,HAS_ROUTE,10482
1111,ON_CONTINENT,17252
1112,HAS_ROUTE,8637
1113,HAS_ROUTE,8859
1114,HAS_ROUTE,8969
1115,HAS_ROUTE,8765
1116,HAS_ROUTE,8655
1117,HAS_ROUTE,9135
1118,ON_CONTINENT,17248
1119,HAS_ROUTE,9134
1120,HAS_ROUTE,11899
1121,HAS_ROUTE,8913
1122,HAS_ROUTE,9891
1123,ON_CONTINENT,17249
1124,HAS_ROUTE,10226
1125,HAS_ROUTE,9969
1126,HAS_ROUTE,9056
1127,IN_COUNTRY,17016
1128,ON_CONTINENT,17249
1129,HAS_ROUTE,12129
1130,HAS_ROUTE,8752
1131,HAS_ROUTE,8773
1132,IN_REGION,16183
1133,HAS_ROUTE,8958
1134,ON_CONTINENT,17248
1135,HAS_ROUTE,8649
1136,HAS_ROUTE,8692
1137,HAS_ROUTE,9846
1138,HAS_ROUTE,11406
1139,ON_CONTINENT,17250
1140,ON_CONTINENT,17251
1141,HAS_ROUTE,8642
1142,HAS_ROUTE,8733
1143,IN_CITY,13049
1144,HAS_ROUTE,8805
1145,HAS_ROUTE,8657
1146,HAS_ROUTE,9891
1147,HAS_ROUTE,9529
1148,HAS_ROUTE,9177
1149,IN_CITY,13565
1150,HAS_ROUTE,10032
1151,HAS_ROUTE,9890
1152,HAS_ROUTE,8681
1153,HAS_ROUTE,8840
1154,ON_CONTINENT,17249
1155,IN_REGION,15824
1156,HAS_ROUTE,9874
1157,HAS_ROUTE,8700
1158,IN_REGION,16087
1159,ON_CONTINENT,17253
1160,HAS_ROUTE,11376
1161,HAS_ROUTE,8884
1162,ON_CONTINENT,17250
1163,ON_CONTINENT,17250
1164,HAS_ROUTE,8972
1165,IN_REGION,15943
1166,HAS_ROUTE,8913
1167,HAS_ROUTE,8636
1168,HAS_ROUTE,8711
1169,ON_CONTINENT,17248
1170,IN_COUNTRY,17156
1171,ON_CONTINENT,17248
1172,HAS_ROUTE,8963
1173,HAS_ROUTE,8629
1174,HAS_ROUTE,8661
1175,HAS_ROUTE,9481
1176,HAS_ROUTE,8644
1177,HAS_ROUTE,8699
1178,IN_COUNTRY,17016
1179,ON_CONTINENT,17248
1180,HAS_ROUTE,10052
1181,HAS_ROUTE,8744
1182,HAS_ROUTE,8684
1183,HAS_ROUTE,9146
1184,IN_COUNTRY,17093
1185,IN_COUNTRY,17040
1186,IN_COUNTRY,17043
1187,HAS_ROUTE,8958
1188,IN_REGION,16007
1189,HAS_ROUTE,9131
1190,IN_COUNTRY,17016
1191,IN_REGION,15668
1192,HAS_ROUTE,8838
1193,HAS_ROUTE,10112
1194,HAS_ROUTE,9299
1195,HAS_ROUTE,9484
1196,HAS_ROUTE,9443
1197,HAS_ROUTE,8970
1198,HAS_ROUTE,8954
1199,IN_REGION,16831
1200,HAS_ROUTE,8663
1201,HAS_ROUTE,9319
1202,IN_CITY,15380
1203,HAS_ROUTE,8777
1204,HAS_ROUTE,8686
1205,HAS_ROUTE,8682
1206,ON_CONTINENT,17252
1207,IN_REGION,15755
1208,ON_CONTINENT,17250
1209,HAS_ROUTE,9123
1210,HAS_ROUTE,11448
1211,IN_COUNTRY,17016
1212,IN_COUNTRY,17123
1213,IN_COUNTRY,17090
1214,ON_CONTINENT,17249
1215,HAS_ROUTE,8731
1216,HAS_ROUTE,8787
1217,HAS_ROUTE,8676
1218,ON_CONTINENT,17250
1219,HAS_ROUTE,8843
1220,HAS_ROUTE,10393
1221,ON_CONTINENT,17248
1222,ON_CONTINENT,17248
1223,HAS_ROUTE,8958
1224,HAS_ROUTE,9109
1225,HAS_ROUTE,9664
1226,IN_REGION,15698
1227,ON_CONTINENT,17249
1228,IN_COUNTRY,17027
1229,ON_CONTINENT,17248
1230,HAS_ROUTE,8690
1231,HAS_ROUTE,9448
1232,HAS_ROUTE,8733
1233,IN_CITY,13235
1234,HAS_ROUTE,9983
1235,HAS_ROUTE,8696
1236,HAS_ROUTE,9041
1237,ON_CONTINENT,17249
1238,HAS_ROUTE,8740
1239,HAS_ROUTE,9141
1240,IN_CITY,14933
1241,HAS_ROUTE,11270
1242,IN_REGION,16966
1243,HAS_ROUTE,9084
1244,HAS_ROUTE,8874
1245,ON_CONTINENT,17250
1246,HAS_ROUTE,8886
1247,HAS_ROUTE,9696
1248,HAS_ROUTE,8840
1249,ON_CONTINENT,17248
1250,IN_COUNTRY,17053
1251,HAS_ROUTE,12068
1252,HAS_ROUTE,8671
1253,HAS_ROUTE,8806
1254,HAS_ROUTE,8637
1255,HAS_ROUTE,8912
1256,IN_COUNTRY,17150
1257,ON_CONTINENT,17250
1258,HAS_ROUTE,9021
1259,IN_COUNTRY,17084
1260,HAS_ROUTE,8694
1261,ON_CONTINENT,17250
1262,HAS_ROUTE,8682
1263,HAS_ROUTE,9220
1264,IN_COUNTRY,17117
1265,IN_REGION,15489
1266,IN_REGION,16425
1267,ON_CONTINENT,17250
1268,HAS_ROUTE,8627
1269,HAS_ROUTE,8711
1270,ON_CONTINENT,17253
1271,IN_COUNTRY,17042
1272,HAS_ROUTE,9936
1273,HAS_ROUTE,8665
1274,HAS_ROUTE,10109
1275,HAS_ROUTE,9823
1276,HAS_ROUTE,8810
1277,HAS_ROUTE,8696
1278,HAS_ROUTE,8705
1279,HAS_ROUTE,8733
1280,IN_REGION,15604
1281,HAS_ROUTE,8952
1282,HAS_ROUTE,8687
1283,HAS_ROUTE,8677
1284,HAS_ROUTE,8700
1285,HAS_ROUTE,9589
1286,HAS_ROUTE,8677
1287,IN_COUNTRY,17208
1288,HAS_ROUTE,9186
1289,HAS_ROUTE,8652
1290,IN_CITY,12603
1291,IN_COUNTRY,17109
1292,IN_COUNTRY,17041
1293,HAS_ROUTE,9230
1294,HAS_ROUTE,9340
1295,HAS_ROUTE,8875
1296,HAS_ROUTE,9095
1297,HAS_ROUTE,8722
1298,HAS_ROUTE,8634
1299,HAS_ROUTE,9138
1300,HAS_ROUTE,8943
1301,HAS_ROUTE,8714
1302,HAS_ROUTE,11264
1303,HAS_ROUTE,11436
1304,HAS_ROUTE,8642
1305,HAS_ROUTE,9080
1306,HAS_ROUTE,8769
1307,HAS_ROUTE,9322
1308,HAS_ROUTE,10045
1309,HAS_ROUTE,8954
1310,HAS_ROUTE,9101
1311,HAS_ROUTE,8762
1312,ON_CONTINENT,17249
1313,IN_REGION,16996
1314,HAS_ROUTE,8860
1315,IN_COUNTRY,17117
1316,HAS_ROUTE,8645
1317,IN_CITY,14230
1318,IN_COUNTRY,17018
1319,HAS_ROUTE,10827
1320,IN_COUNTRY,17061
1321,HAS_ROUTE,9798
1322,HAS_ROUTE,8693
1323,IN_REGION,15783
1324,HAS_ROUTE,8639
1325,HAS_ROUTE,8794
1326,IN_COUNTRY,17024
1327,IN_CITY,13374
1328,ON_CONTINENT,17250
1329,HAS_ROUTE,8677
1330,IN_COUNTRY,17016
1331,IN_COUNTRY,17071
1332,HAS_ROUTE,9092
1333,ON_CONTINENT,17251
1334,IN_COUNTRY,17016
1335,IN_REGION,15507
1336,IN_REGION,15749
1337,HAS_ROUTE,8939
1338,IN_REGION,15628
1339,HAS_ROUTE,9302
1340,HAS_ROUTE,9459
1341,HAS_ROUTE,8684
1342,HAS_ROUTE,8738
1343,IN_COUNTRY,17016
1344,IN_COUNTRY,17020
1345,HAS_ROUTE,8854
1346,IN_REGION,16585
1347,HAS_ROUTE,8972
1348,ON_CONTINENT,17248
1349,HAS_ROUTE,9126
1350,HAS_ROUTE,10184
1351,ON_CONTINENT,17250
1352,HAS_ROUTE,8666
1353,HAS_ROUTE,9475
1354,ON_CONTINENT,17252
1355,HAS_ROUTE,8856
1356,HAS_ROUTE,10179
1357,ON_CONTINENT,17248
1358,HAS_ROUTE,9291
1359,HAS_ROUTE,11601
1360,IN_REGION,15867
1361,HAS_ROUTE,8661
1362,IN_REGION,16002
1363,HAS_ROUTE,8736
1364,IN_REGION,15489
1365,HAS_ROUTE,8978
1366,HAS_ROUTE,8758
1367,IN_CITY,13321
1368,HAS_ROUTE,9123
1369,ON_CONTINENT,17251
1370,HAS_ROUTE,8736
1371,HAS_ROUTE,8799
1372,HAS_ROUTE,8831
1373,IN_REGION,15490
1374,HAS_ROUTE,8642
1375,HAS_ROUTE,11523
1376,IN_CITY,14723
1377,HAS_ROUTE,11433
1378,HAS_ROUTE,8746
1379,HAS_ROUTE,8768
1380,HAS_ROUTE,8974
1381,HAS_ROUTE,8828
1382,IN_REGION,15889
1383,HAS_ROUTE,9318
1384,IN_CITY,14728
1385,IN_REGION,16211
1386,HAS_ROUTE,11996
1387,HAS_ROUTE,9167
1388,HAS_ROUTE,9585
1389,HAS_ROUTE,8729
1390,IN_COUNTRY,17024
1391,IN_COUNTRY,17044
1392,HAS_ROUTE,8699
1393,IN_CITY,13842
1394,HAS_ROUTE,10124
1395,IN_COUNTRY,17172
1396,HAS_ROUTE,9295
1397,IN_REGION,15750
1398,IN_CITY,13557
1399,ON_CONTINENT,17253
1400,HAS_ROUTE,9762
1401,HAS_ROUTE,8829
1402,IN_CITY,14896
1403,HAS_ROUTE,9282
1404,HAS_ROUTE,9041
1405,HAS_ROUTE,9808
1406,IN_COUNTRY,17129
1407,HAS_ROUTE,10470
1408,HAS_ROUTE,9286
1409,IN_REGION,16688
1410,HAS_ROUTE,9981
1411,HAS_ROUTE,8869
1412,HAS_ROUTE,8678
1413,IN_COUNTRY,17032
1414,IN_REGION,16570
1415,HAS_ROUTE,8657
1416,IN_COUNTRY,17090
1417,HAS_ROUTE,8693
1418,HAS_ROUTE,11115
1419,HAS_ROUTE,8874
1420,IN_CITY,12895
1421,IN_REGION,16729
1422,HAS_ROUTE,9707
1423,IN_REGION,15627
1424,HAS_ROUTE,11203
1425,IN_CITY,14028
1426,HAS_ROUTE,8693
1427,HAS_ROUTE,9851
1428,IN_REGION,15499
1429,IN_REGION,15885
1430,HAS_ROUTE,8671
1431,IN_REGION,15523
1432,HAS_ROUTE,9303
1433,HAS_ROUTE,8808
1434,HAS_ROUTE,11507
1435,IN_CITY,14764
1436,IN_REGION,16711
1437,ON_CONTINENT,17253
1438,HAS_ROUTE,9421
1439,IN_CITY,15418
1440,HAS_ROUTE,8705
1441,HAS_ROUTE,8735
1442,IN_REGION,15725
1443,HAS_ROUTE,11433
1444,HAS_ROUTE,9436
1445,HAS_ROUTE,8723
1446,IN_COUNTRY,17106
1447,HAS_ROUTE,8722
1448,HAS_ROUTE,8635
1449,HAS_ROUTE,9891
1450,HAS_ROUTE,8676
1451,HAS_ROUTE,9096
1452,HAS_ROUTE,8722
1453,HAS_ROUTE,8640
1454,HAS_ROUTE,9757
1455,IN_CITY,14189
1456,HAS_ROUTE,9464
1457,HAS_ROUTE,8733
1458,HAS_ROUTE,8684
1459,IN_COUNTRY,17183
1460,HAS_ROUTE,8769
1461,HAS_ROUTE,9043
1462,IN_COUNTRY,17018
1463,HAS_ROUTE,8657
1464,ON_CONTINENT,17248
1465,HAS_ROUTE,8986
1466,HAS_ROUTE,8821
1467,HAS_ROUTE,8790
1468,HAS_ROUTE,8912
1469,ON_CONTINENT,17249
1470,HAS_ROUTE,8738
1471,IN_REGION,16238
1472,HAS_ROUTE,8998
1473,ON_CONTINENT,17249
1474,HAS_ROUTE,9322
1475,HAS_ROUTE,11376
1476,HAS_ROUTE,8947
1477,HAS_ROUTE,8656
1478,ON_CONTINENT,17249
1479,IN_CITY,13528
1480,HAS_ROUTE,8881
1481,IN_COUNTRY,17038
1482,IN_REGION,15497
1483,HAS_ROUTE,8973
1484,HAS_ROUTE,9068
1485,HAS_ROUTE,8808
1486,IN_REGION,16315
1487,HAS_ROUTE,8787
1488,IN_CITY,12417
1489,HAS_ROUTE,8707
1490,HAS_ROUTE,8804
1491,HAS_ROUTE,9079
1492,HAS_ROUTE,9288
1493,HAS_ROUTE,8742
1494,IN_CITY,12804
1495,ON_CONTINENT,17252
1496,HAS_ROUTE,8680
1497,HAS_ROUTE,9436
1498,IN_COUNTRY,17206
1499,HAS_ROUTE,8909
1500,IN_REGION,16431
1501,HAS_ROUTE,8629
1502,HAS_ROUTE,8912
1503,HAS_ROUTE,8661
1504,HAS_ROUTE,9279
1505,HAS_ROUTE,8689
1506,ON_CONTINENT,17248
1507,HAS_ROUTE,10362
1508,HAS_ROUTE,8666
1509,ON_CONTINENT,17248
1510,HAS_ROUTE,10071
1511,IN_CITY,13246
1512,HAS_ROUTE,8804
1513,HAS_ROUTE,8627
1514,HAS_ROUTE,8895
1515,HAS_ROUTE,8696
1516,HAS_ROUTE,9453
1517,HAS_ROUTE,8627
1518,ON_CONTINENT,17248
1519,IN_REGION,15807
1520,HAS_ROUTE,8811
1521,HAS_ROUTE,8735
1522,HAS_ROUTE,8638
1523,HAS_ROUTE,9129
1524,HAS_ROUTE,9567
1525,ON_CONTINENT,17252
1526,IN_COUNTRY,17069
1527,IN_COUNTRY,17023
1528,HAS_ROUTE,8639
1529,IN_REGION,15607
1530,IN_REGION,15554
1531,ON_CONTINENT,17249
1532,HAS_ROUTE,8877
1533,IN_COUNTRY,17024
1534,ON_CONTINENT,17248
1535,HAS_ROUTE,8726
1536,IN_REGION,15681
1537,HAS_ROUTE,8723
1538,HAS_ROUTE,8963
1539,HAS_ROUTE,9008
1540,HAS_ROUTE,9124
1541,IN_REGION,15861
1542,ON_CONTINENT,17250
1543,HAS_ROUTE,9304
1544,ON_CONTINENT,17250
1545,HAS_ROUTE,8659
1546,HAS_ROUTE,8657
1547,HAS_ROUTE,8825
1548,ON_CONTINENT,17250
1549,HAS_ROUTE,8636
1550,HAS_ROUTE,8718
1551,IN_REGION,15607
1552,IN_COUNTRY,17153
1553,HAS_ROUTE,8696
1554,ON_CONTINENT,17252
1555,HAS_ROUTE,8739
1556,IN_REGION,16581
1557,HAS_ROUTE,10615
1558,ON_CONTINENT,17250
1559,IN_CITY,12486
1560,IN_COUNTRY,17093
1561,HAS_ROUTE,8663
1562,IN_CITY,13343
1563,IN_REGION,16205
1564,ON_CONTINENT,17250
1565,IN_REGION,16157
1566,ON_CONTINENT,17248
1567,ON_CONTINENT,17248
1568,HAS_ROUTE,8644
1569,IN_COUNTRY,17016
1570,HAS_ROUTE,10012
1571,IN_CITY,14922
1572,ON_CONTINENT,17250
1573,HAS_ROUTE,8723
1574,IN_COUNTRY,17023
1575,HAS_ROUTE,8748
1576,HAS_ROUTE,8989
1577,ON_CONTINENT,17249
1578,HAS_ROUTE,11353
1579,IN_CITY,14669
1580,HAS_ROUTE,9193
1581,IN_COUNTRY,17138
1582,IN_COUNTRY,17031
1583,HAS_ROUTE,10279
1584,ON_CONTINENT,17250
1585,IN_COUNTRY,17053
1586,IN_REGION,16569
1587,HAS_ROUTE,9129
1588,IN_COUNTRY,17016
1589,HAS_ROUTE,8644
1590,HAS_ROUTE,8631
1591,HAS_ROUTE,10138
1592,HAS_ROUTE,9907
1593,HAS_ROUTE,8674
1594,HAS_ROUTE,9858
1595,HAS_ROUTE,9956
1596,HAS_ROUTE,8954
1597,IN_REGION,16627
1598,HAS_ROUTE,8969
1599,HAS_ROUTE,9287
1600,IN_COUNTRY,17016
1601,IN_COUNTRY,17055
1602,HAS_ROUTE,8720
1603,IN_REGION,15576
1604,IN_COUNTRY,17027
1605,HAS_ROUTE,8643
1606,HAS_ROUTE,9133
1607,ON_CONTINENT,17248
1608,HAS_ROUTE,9123
1609,HAS_ROUTE,8713
1610,IN_REGION,16987
1611,HAS_ROUTE,8695
1612,HAS_ROUTE,8972
1613,HAS_ROUTE,12129
1614,IN_CITY,14504
1615,HAS_ROUTE,9789
1616,HAS_ROUTE,10081
1617,HAS_ROUTE,8814
1618,IN_COUNTRY,17032
1619,IN_REGION,15502
1620,IN_COUNTRY,17024
1621,HAS_ROUTE,8652
1622,HAS_ROUTE,8941
1623,HAS_ROUTE,8967
1624,IN_REGION,15499
1625,HAS_ROUTE,8643
1626,IN_CITY,14253
1627,HAS_ROUTE,9993
1628,HAS_ROUTE,9406
1629,HAS_ROUTE,9112
1630,HAS_ROUTE,8647
1631,HAS_ROUTE,8710
1632,HAS_ROUTE,8693
1633,HAS_ROUTE,9184
1634,HAS_ROUTE,9067
1635,HAS_ROUTE,9301
1636,HAS_ROUTE,8696
1637,HAS_ROUTE,11140
1638,IN_COUNTRY,17031
1639,IN_CITY,15023
1640,IN_CITY,12947
1641,IN_REGION,16567
1642,ON_CONTINENT,17252
1643,HAS_ROUTE,8699
1644,ON_CONTINENT,17251
1645,HAS_ROUTE,9077
1646,IN_CITY,15451
1647,ON_CONTINENT,17250
1648,HAS_ROUTE,9112
1649,HAS_ROUTE,8951
1650,IN_REGION,16192
1651,HAS_ROUTE,9399
1652,HAS_ROUTE,9348
1653,HAS_ROUTE,9304
1654,IN_COUNTRY,17024
1655,ON_CONTINENT,17250
1656,HAS_ROUTE,10337
1657,HAS_ROUTE,8682
1658,HAS_ROUTE,9079
1659,IN_COUNTRY,17023
1660,IN_CITY,12160
1661,HAS_ROUTE,9286
1662,IN_COUNTRY,17129
1663,IN_CITY,15115
1664,HAS_ROUTE,8642
1665,IN_COUNTRY,17016
1666,HAS_ROUTE,8639
1667,ON_CONTINENT,17250
1668,IN_REGION,16183
1669,HAS_ROUTE,8735
1670,HAS_ROUTE,8811
1671,HAS_ROUTE,8674
1672,ON_CONTINENT,17249
1673,HAS_ROUTE,9243
1674,HAS_ROUTE,8929
1675,HAS_ROUTE,9827
1676,HAS_ROUTE,8787
1677,HAS_ROUTE,8813
1678,HAS_ROUTE,8863
1679,HAS_ROUTE,8733
1680,HAS_ROUTE,9047
1681,HAS_ROUTE,9453
1682,HAS_ROUTE,8793
1683,HAS_ROUTE,8968
1684,IN_COUNTRY,17031
1685,HAS_ROUTE,8929
1686,HAS_ROUTE,8719
1687,HAS_ROUTE,9469
1688,IN_REGION,16252
1689,IN_COUNTRY,17145
1690,HAS_ROUTE,11226
1691,HAS_ROUTE,8883
1692,HAS_ROUTE,8971
1693,HAS_ROUTE,8885
1694,IN_COUNTRY,17016
1695,IN_REGION,15607
1696,IN_REGION,15692
1697,HAS_ROUTE,8925
1698,HAS_ROUTE,11563
1699,HAS_ROUTE,9325
1700,IN_REGION,16407
1701,HAS_ROUTE,10348
1702,HAS_ROUTE,8723
1703,IN_COUNTRY,17113
1704,IN_CITY,13162
1705,HAS_ROUTE,8709
1706,HAS_ROUTE,8657
1707,HAS_ROUTE,8657
1708,HAS_ROUTE,9180
1709,HAS_ROUTE,10118
1710,HAS_ROUTE,10025
1711,HAS_ROUTE,8694
1712,HAS_ROUTE,9419
1713,HAS_ROUTE,8787
1714,ON_CONTINENT,17248
1715,HAS_ROUTE,9046
1716,HAS_ROUTE,9130
1717,HAS_ROUTE,8686
1718,HAS_ROUTE,11356
1719,HAS_ROUTE,8693
1720,HAS_ROUTE,10698
1721,HAS_ROUTE,10183
1722,HAS_ROUTE,9046
1723,ON_CONTINENT,17248
1724,HAS_ROUTE,9594
1725,HAS_ROUTE,9761
1726,IN_COUNTRY,17041
1727,HAS_ROUTE,8841
1728,HAS_ROUTE,9303
1729,HAS_ROUTE,10133
1730,HAS_ROUTE,9518
